# Brak ruchu
494,653,653.
495,-4,649.
496,0,649.
497,1,650.
498,3,653.
499,4,657.
500,-8,649.
501,0,649.
502,1,650.
503,0,650.
504,-1,649.
505,0,649.
506,4,653.
507,-4,649.
508,9,658.
509,-9,649.
510,4,653.
511,4,657.
512,-8,649.
513,1,650.
514,-1,649.
515,0,649.
516,0,649.
517,0,649.
518,4,653.
519,1,654.
520,4,658.
521,-9,649.
522,4,653.
523,0,653.
524,2,655.
525,-2,653.
526,-4,649.
527,9,658.
528,-5,653.
529,-3,650.
530,3,653.
531,4,657.
532,0,657.
533,1,658.
534,-8,650.
535,-1,649.
536,9,658.
537,-8,650.
538,4,654.
539,5,659.
540,-9,650.
541,0,650.
542,4,654.
543,5,659.
544,-7,652.
545,7,659.
546,-4,655.
547,5,660.
548,1,661.
549,-5,656.
550,0,656.
551,5,661.
552,-9,652.
553,6,658.
554,-2,656.
555,1,657.
556,-4,653.
557,5,658.
558,3,661.
559,0,661.
560,0,661.
561,0,661.
562,-8,653.
563,0,653.
564,8,661.
565,-8,653.
566,9,662.
567,-9,653.
568,4,657.
569,-4,653.
570,0,653.
571,1,654.
572,-1,653.
573,4,657.
574,4,661.
575,-8,653.
576,8,661.
577,0,661.
578,-9,652.
579,0,652.
580,5,657.
581,-5,652.
582,8,660.
583,-4,656.
584,0,656.
585,5,661.
586,-5,656.
587,0,656.
588,-5,651.
589,0,651.
590,2,653.
591,3,656.
592,4,660.
593,-8,652.
594,1,653.
595,7,660.
596,-8,652.
597,4,656.
598,0,656.
599,1,657.
600,-1,656.
601,0,656.
602,4,660.
603,0,660.
604,-3,657.
605,-1,656.
606,-4,652.
607,0,652.
608,0,652.
609,8,660.
610,-5,655.
611,5,660.
612,0,660.
613,1,661.
614,-6,655.
615,-4,651.
616,0,651.
617,0,651.
-
618,453,453.
619,0,453.
620,4,457.
621,-4,453.
622,0,453.
623,0,453.
624,0,453.
625,-1,452.
626,0,452.
627,0,452.
628,0,452.
629,5,457.
630,-4,453.
631,0,453.
632,0,453.
633,0,453.
634,0,453.
635,0,453.
636,0,453.
637,0,453.
638,0,453.
639,4,457.
640,1,458.
641,0,458.
642,-5,453.
643,0,453.
644,0,453.
645,0,453.
646,0,453.
647,-1,452.
648,0,452.
649,0,452.
650,0,452.
651,0,452.
652,0,452.
653,4,456.
654,0,456.
655,0,456.
656,0,456.
657,0,456.
658,-4,452.
659,4,456.
660,-4,452.
661,0,452.
662,0,452.
663,0,452.
664,0,452.
665,4,456.
666,-5,451.
667,4,455.
668,-4,451.
669,0,451.
670,-2,449.
671,0,449.
672,0,449.
673,0,449.
674,4,453.
675,-5,448.
676,0,448.
677,0,448.
678,4,452.
679,-5,447.
680,0,447.
681,5,452.
682,0,452.
683,0,452.
684,0,452.
685,0,452.
686,0,452.
687,0,452.
688,0,452.
689,-4,448.
690,0,448.
691,-1,447.
692,0,447.
693,0,447.
694,1,448.
695,4,452.
696,0,452.
697,1,453.
698,0,453.
699,0,453.
700,0,453.
701,-5,448.
702,0,448.
703,1,449.
704,4,453.
705,0,453.
706,0,453.
707,0,453.
708,-5,448.
709,-1,447.
710,0,447.
711,0,447.
712,0,447.
713,0,447.
714,0,447.
715,0,447.
716,4,451.
717,0,451.
718,4,455.
719,-8,447.
720,0,447.
721,0,447.
722,4,451.
723,0,451.
724,0,451.
725,0,451.
726,0,451.
727,-5,446.
728,5,451.
729,-5,446.
730,0,446.
731,0,446.
732,0,446.
733,5,451.
734,0,451.
735,-5,446.
736,0,446.
737,0,446.
738,0,446.
739,5,451.
740,0,451.
741,0,451.
742,-5,446.
743,0,446.
744,0,446.
745,0,446.
746,0,446.
747,0,446.
748,5,451.
749,-4,447.
750,5,452.
751,4,456.
752,-7,449.
753,0,449.
754,0,449.
755,4,453.
756,-5,448.
757,0,448.
758,0,448.
759,4,452.
760,-5,447.
761,-1,446.
762,5,451.
763,-1,450.
764,-5,445.
765,0,445.
766,0,445.
767,0,445.
768,1,446.
769,0,446.
770,0,446.
771,1,447.
772,5,452.
773,-4,448.
774,4,452.
775,-4,448.
776,4,452.
777,-4,448.
778,0,448.
779,0,448.
780,5,453.
781,0,453.
782,-5,448.
783,0,448.
784,-1,447.
785,0,447.
786,0,447.
787,0,447.
788,-1,446.
789,0,446.
790,-1,445.
791,0,445.
792,4,449.
793,-1,448.
794,4,452.
795,-5,447.
796,0,447.
797,-5,442.
798,0,442.
799,8,450.
800,-9,441.
801,0,441.
802,0,441.
803,0,441.
804,0,441.
805,9,450.
806,-8,442.
807,9,451.
808,-9,442.
809,1,443.
810,0,443.
811,1,444.
812,4,448.
813,-4,444.
814,1,445.
815,5,450.
816,-4,446.
817,4,450.
818,-4,446.
819,5,451.
820,-4,447.
821,0,447.
822,4,451.
823,-5,446.
824,4,450.
825,0,450.
826,-1,449.
827,-1,448.
828,-4,444.
829,3,447.
830,4,451.
831,-5,446.
832,0,446.
833,-5,441.
834,0,441.
835,0,441.
836,0,441.
837,0,441.
838,0,441.
839,4,445.
840,-4,441.
841,1,442.
842,0,442.
843,1,443.
844,0,443.
845,1,444.
846,0,444.
847,5,449.
848,0,449.
849,-4,445.
850,0,445.
-
851,812,812.
852,1,813.
853,8,821.
854,-1,820.
855,-9,811.
856,0,811.
857,4,815.
858,0,815.
859,-5,810.
860,1,811.
861,8,819.
862,-5,814.
863,-5,809.
864,0,809.
865,4,813.
866,4,817.
867,-5,812.
868,1,813.
869,-4,809.
870,7,816.
871,-8,808.
872,8,816.
873,-8,808.
874,4,812.
875,-4,808.
876,4,812.
877,1,813.
878,4,817.
879,-9,808.
880,0,808.
881,4,812.
882,-4,808.
883,8,816.
884,-4,812.
885,4,816.
886,1,817.
887,0,817.
888,-1,816.
889,5,821.
890,-4,817.
891,0,817.
892,-8,809.
893,1,810.
894,4,814.
895,-4,810.
896,11,821.
897,-12,809.
898,4,813.
899,-4,809.
900,8,817.
901,-7,810.
902,8,818.
903,-9,809.
904,0,809.
905,4,813.
906,-4,809.
907,4,813.
908,4,817.
909,-7,810.
910,12,822.
911,-13,809.
912,0,809.
913,8,817.
914,-9,808.
915,9,817.
916,0,817.
917,-8,809.
918,4,813.
919,-1,812.
920,0,812.
921,-4,808.
922,0,808.
923,8,816.
924,-8,808.
925,1,809.
926,-1,808.
927,0,808.
928,0,808.
929,-1,807.
930,8,815.
931,-9,806.
932,0,806.
933,0,806.
934,0,806.
935,-1,805.
936,1,806.
937,0,806.
938,8,814.
939,-1,813.
940,-9,804.
941,9,813.
942,0,813.
943,-9,804.
944,0,804.
945,8,812.
946,0,812.
947,1,813.
948,-9,804.
949,0,804.
950,-4,800.
951,11,811.
952,-8,803.
953,4,807.
954,-4,803.
955,0,803.
956,0,803.
957,0,803.
958,0,803.
959,9,812.
960,-8,804.
961,0,804.
962,0,804.
963,8,812.
964,-8,804.
965,-1,803.
966,1,804.
967,0,804.
968,0,804.
969,1,805.
970,0,805.
971,9,814.
972,1,815.
973,-8,807.
974,0,807.
975,8,815.
-
