# Oddalanie
0,452,452.
1,5,457.
2,-4,453.
3,1,454.
4,5,459.
5,-2,457.
6,2,459.
7,2,461.
8,2,463.
9,7,470.
10,-1,469.
11,4,473.
12,4,477.
13,4,481.
14,5,486.
15,6,492.
16,8,500.
17,10,510.
18,-3,507.
19,2,509.
20,11,520.
21,6,526.
22,8,534.
23,8,542.
24,8,550.
25,7,557.
26,14,571.
27,9,580.
28,3,583.
29,10,593.
30,5,598.
31,11,609.
32,14,623.
33,9,632.
34,6,638.
35,18,656.
36,2,658.
37,19,677.
38,6,683.
39,15,698.
40,10,708.
41,3,711.
42,9,720.
43,12,732.
44,19,751.
45,5,756.
46,14,770.
47,3,773.
48,14,787.
49,10,797.
50,6,803.
51,9,812.
52,10,822.
53,10,832.
54,10,842.
55,9,851.
56,9,860.
57,18,878.
58,9,887.
59,14,901.
60,9,910.
61,-3,907.
62,17,924.
63,1,925.
64,18,943.
65,-5,938.
66,13,951.
67,12,963.
68,-5,958.
69,24,982.
70,-6,976.
-
71,332,332.
72,1,333.
73,2,335.
74,-2,333.
75,11,344.
76,4,348.
77,4,352.
78,-4,348.
79,13,361.
80,2,363.
81,5,368.
82,7,375.
83,6,381.
84,6,387.
85,4,391.
86,11,402.
87,6,408.
88,4,412.
89,8,420.
90,8,428.
91,8,436.
92,15,451.
93,0,451.
94,12,463.
95,5,468.
96,8,476.
97,8,484.
98,13,497.
99,10,507.
100,5,512.
101,14,526.
102,6,532.
103,14,546.
104,10,556.
105,1,557.
106,20,577.
107,2,579.
108,13,592.
109,10,602.
110,10,612.
111,15,627.
112,5,632.
113,19,651.
114,-2,649.
115,17,666.
116,5,671.
117,15,686.
118,13,699.
119,1,700.
120,17,717.
121,-3,714.
122,13,727.
123,5,732.
124,7,739.
125,18,757.
126,8,765.
127,0,765.
128,7,772.
129,14,786.
130,3,789.
131,5,794.
132,5,799.
133,1,800.
134,13,813.
-
135,292,292.
136,-2,290.
137,2,292.
138,5,297.
139,2,299.
140,14,313.
141,4,317.
142,17,334.
143,14,348.
144,11,359.
145,21,380.
146,24,404.
147,11,415.
148,25,440.
149,18,458.
150,27,485.
151,20,505.
152,29,534.
153,27,561.
154,27,588.
155,23,611.
156,24,635.
157,26,661.
158,31,692.
159,35,727.
160,19,746.
161,25,771.
162,21,792.
163,12,804.
164,18,822.
165,26,848.
166,7,855.
167,13,868.
168,11,879.
169,9,888.
170,5,893.
171,4,897.
-
172,358,358.
173,3,361.
174,0,361.
175,4,365.
176,8,373.
177,8,381.
178,10,391.
179,20,411.
180,3,414.
181,13,427.
182,19,446.
183,15,461.
184,11,472.
185,11,483.
186,26,509.
187,14,523.
188,19,542.
189,24,566.
190,11,577.
191,21,598.
192,29,627.
193,13,640.
194,25,665.
195,17,682.
196,26,708.
197,17,725.
198,20,745.
199,18,763.
200,21,784.
201,27,811.
202,12,823.
203,23,846.
204,15,861.
205,26,887.
206,15,902.
207,4,906.
-
208,411,411.
209,8,419.
210,-5,414.
211,11,425.
212,10,435.
213,16,451.
214,5,456.
215,25,481.
216,14,495.
217,14,509.
218,21,530.
219,25,555.
220,19,574.
221,17,591.
222,22,613.
223,18,631.
224,30,661.
225,22,683.
226,22,705.
227,12,717.
228,27,744.
229,20,764.
230,16,780.
231,19,799.
232,23,822.
233,16,838.
234,8,846.
235,15,861.
236,17,878.
-
