# Przyblizanie
237,850,850.
238,-6,844.
239,11,855.
240,-12,843.
241,1,844.
242,-7,837.
243,-6,831.
244,-5,826.
245,-2,824.
246,-5,819.
247,-10,809.
248,0,809.
249,-16,793.
250,-12,781.
251,-3,778.
252,-5,773.
253,-13,760.
254,-6,754.
255,-15,739.
256,-10,729.
257,-2,727.
258,-16,711.
259,-10,701.
260,-14,687.
261,-3,684.
262,-19,665.
263,-11,654.
264,-11,643.
265,-10,633.
266,-11,622.
267,-7,615.
268,-14,601.
269,-3,598.
270,-15,583.
271,-10,573.
272,-7,566.
273,-15,551.
274,-6,545.
275,-11,534.
276,-15,519.
277,-5,514.
278,-11,503.
279,-9,494.
280,-11,483.
281,-14,469.
282,-9,460.
283,-9,451.
284,-5,446.
285,-12,434.
286,-9,425.
287,1,426.
288,-9,417.
289,-15,402.
290,-8,394.
291,-9,385.
292,-6,379.
293,-8,371.
294,-6,365.
295,-3,362.
296,-10,352.
297,-1,351.
298,-6,345.
299,-9,336.
300,-5,331.
301,0,331.
302,-4,327.
-
303,946,946.
304,-14,932.
305,11,943.
306,-15,928.
307,-2,926.
308,0,926.
309,-8,918.
310,2,920.
311,-9,911.
312,-3,908.
313,-12,896.
314,-11,885.
315,-9,876.
316,-10,866.
317,-6,860.
318,-15,845.
319,-11,834.
320,-7,827.
321,-21,806.
322,-9,797.
323,-12,785.
324,-12,773.
325,-12,761.
326,-13,748.
327,-13,735.
328,-5,730.
329,-16,714.
330,-17,697.
331,-8,689.
332,-17,672.
333,-12,660.
334,-12,648.
335,-9,639.
336,-16,623.
337,-8,615.
338,-12,603.
339,-7,596.
340,-16,580.
341,-11,569.
342,-15,554.
343,-8,546.
344,-15,531.
345,-3,528.
346,-15,513.
347,-10,503.
348,-13,490.
349,-6,484.
350,-15,469.
351,-10,459.
352,-11,448.
353,-10,438.
354,-6,432.
355,-10,422.
356,-15,407.
357,-10,397.
358,-7,390.
359,-9,381.
360,-10,371.
361,-9,362.
362,-14,348.
363,0,348.
364,-13,335.
365,-12,323.
366,-3,320.
367,-2,318.
-
368,894,894.
369,-3,891.
370,9,900.
371,-7,893.
372,-6,887.
373,-3,884.
374,4,888.
375,-15,873.
376,0,873.
377,-20,853.
378,-14,839.
379,-14,825.
380,-14,811.
381,-22,789.
382,-21,768.
383,-21,747.
384,-23,724.
385,-16,708.
386,-31,677.
387,-30,647.
388,-18,629.
389,-35,594.
390,-29,565.
391,-23,542.
392,-23,519.
393,-31,488.
394,-26,462.
395,-18,444.
396,-34,410.
397,-22,388.
398,-20,368.
399,-28,340.
400,-23,317.
401,-18,299.
402,-16,283.
403,-8,275.
404,-9,266.
-
405,886,886.
406,2,888.
407,-8,880.
408,-2,878.
409,-6,872.
410,-21,851.
411,-16,835.
412,-18,817.
413,-19,798.
414,-19,779.
415,-26,753.
416,-28,725.
417,-31,694.
418,-36,658.
419,-25,633.
420,-46,587.
421,-25,562.
422,-37,525.
423,-29,496.
424,-34,462.
425,-26,436.
426,-26,410.
427,-21,389.
428,-19,370.
429,-12,358.
430,-10,348.
431,-3,345.
-
432,845,845.
433,-11,834.
434,5,839.
435,-5,834.
436,-15,819.
437,-2,817.
438,-3,814.
439,-8,806.
440,-20,786.
441,4,790.
442,-8,782.
443,-18,764.
444,-9,755.
445,-10,745.
446,0,745.
447,-18,727.
448,-10,717.
449,-9,708.
450,-2,706.
451,-15,691.
452,-13,678.
453,-7,671.
454,-10,661.
455,-5,656.
456,-15,641.
457,-11,630.
458,-11,619.
459,-10,609.
460,-11,598.
461,-6,592.
462,-18,574.
463,-6,568.
464,-12,556.
465,-9,547.
466,-10,537.
467,-10,527.
468,-10,517.
469,-10,507.
470,-5,502.
471,-14,488.
472,-10,478.
473,-9,469.
474,-6,463.
475,-10,453.
476,-14,439.
477,-10,429.
478,-10,419.
479,-10,409.
480,-6,403.
481,-15,388.
482,-9,379.
483,-10,369.
484,-9,360.
485,-1,359.
486,-13,346.
487,-9,337.
488,-8,329.
489,-3,326.
490,-12,314.
491,-3,311.
492,-6,305.
493,-10,295.
-

